Date,AXISBANK.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,PNB.NS,SBIN.NS
2015-02-09,535.896240234375,237.32626342773438,267.1085510253906,125.7184829711914,150.8582763671875,244.71829223632812
2015-02-10,536.3802490234375,240.6005859375,276.2889709472656,127.6545181274414,150.40579223632812,251.54757690429688
2015-02-11,551.0458374023438,241.50193786621094,279.335205078125,128.9402618408203,152.7587127685547,250.3656768798828
2015-02-12,560.2420654296875,245.517822265625,283.0490417480469,128.73178100585938,150.36053466796875,248.9209442138672
2015-02-13,562.5169067382812,243.1904296875,286.9715881347656,130.0125274658203,151.71798706054688,268.7522888183594
2015-02-16,552.062255859375,243.58975219726562,282.1310729980469,128.31971740722656,150.8130340576172,268.533447265625
2015-02-18,551.2879028320312,245.24398803710938,285.7615051269531,129.84375,151.98948669433594,267.65789794921875
2015-02-19,547.1737670898438,246.38490295410156,282.54833984375,129.7891387939453,149.63656616210938,264.7247314453125
2015-02-20,543.543701171875,244.8446807861328,276.2055358886719,128.8955535888672,151.31076049804688,264.68096923828125
2015-02-23,531.4918212890625,243.5783233642578,274.5780944824219,130.74224853515625,148.1433563232422,259.6465148925781
2015-02-24,534.1538696289062,243.61256408691406,272.11602783203125,134.0633087158203,146.01669311523438,259.3838195800781
2015-02-25,535.3155517578125,240.14427185058594,269.1532897949219,133.29388427734375,144.93072509765625,258.77093505859375
2015-02-26,534.637939453125,236.88134765625,268.1517639160156,132.38046264648438,144.38775634765625,253.38624572753906
